"Date","Price","Return"
2015-09-21,24085,0.015776696
2015-09-22,24031,-0.002244577
2015-09-23,23977,-0.002249626
2015-09-24,23762,-0.009007371
2015-09-25,23708,-0.002275122
2015-09-28,23169,-0.022997366
2015-09-29,23061,-0.004672299
2015-09-30,23115,0.002338878
2015-10-01,23169,0.002333421
2015-10-02,23169,0
2015-10-05,23438,0.011543459
2015-10-06,24408,0.040552311
2015-10-07,24354,-0.00221484
2015-10-08,25270,0.036921814
2015-10-09,25055,-0.008544513
2015-10-12,25917,0.033825716
2015-10-13,25809,-0.004175856
2015-10-14,25432,-0.014715045
2015-10-15,25540,0.004237627
2015-10-16,25162,-0.014910931
2015-10-19,24785,-0.015096288
2015-10-20,24462,-0.013117738
2015-10-21,24570,0.004405293
2015-10-22,24893,0.013060453
2015-10-23,25270,0.015031282
2015-10-26,25162,-0.004283001
2015-10-27,25109,-0.002108572
2015-10-28,24839,-0.010811349
2015-10-29,25162,0.012919921
2015-10-30,25701,0.021194982
2015-11-02,25701,0
2015-11-03,25971,0.010450629
2015-11-04,25971,0
2015-11-05,25809,-0.006257263
2015-11-06,25863,0.002090108
2015-11-09,26456,0.0226696
2015-11-10,26025,-0.016425361
2015-11-11,25701,-0.012527713
2015-11-12,25647,-0.002103296
2015-11-13,25593,-0.002107729
2015-11-16,25378,-0.00843622
2015-11-17,25432,0.002125567
2015-11-18,25432,0
2015-11-19,25324,-0.004255661
2015-11-20,25324,0
2015-11-23,25162,-0.006417643
2015-11-24,24893,-0.01074828
2015-11-25,24785,-0.004348008
2015-11-26,24462,-0.013117738
2015-11-27,23869,-0.024540347
2015-11-30,23115,-0.032098788
2015-12-01,22684,-0.018821927
2015-12-02,22738,0.002377704
2015-12-03,22953,0.009411113
2015-12-04,22792,-0.00703905
2015-12-07,21983,-0.03614017
2015-12-08,23223,0.05487374
2015-12-09,22307,-0.040242636
2015-12-10,22199,-0.004853288
2015-12-11,22253,0.002429588
2015-12-14,22415,0.007253547
2015-12-15,23277,0.037735371
2015-12-16,23438,0.006892888
2015-12-17,23708,0.011453907
2015-12-18,22199,-0.065765301
2015-12-21,22899,0.031045999
2015-12-22,22899,0
2015-12-23,22846,-0.002317194
2015-12-24,22738,-0.004738514
2015-12-25,22899,0.007055708
2015-12-28,22899,0
2015-12-29,23708,0.034719302
2015-12-30,23869,0.006768002
2015-12-31,23654,-0.009048312
2016-01-04,23277,-0.016066485
2016-01-05,22899,-0.016372507
2016-01-06,23169,0.011721937
2016-01-07,22899,-0.011721937
2016-01-08,22738,-0.007055708
2016-01-11,22576,-0.007150139
2016-01-12,23007,0.018911122
2016-01-13,22792,-0.00938892
2016-01-14,22522,-0.011916988
2016-01-15,21876,-0.029102464
2016-01-18,20798,-0.050533317
2016-01-19,21714,0.043100386
2016-01-20,21552,-0.007488594
2016-01-21,21229,-0.015100448
2016-01-22,21337,0.005074483
2016-01-25,22468,0.05164942
2016-01-26,21876,-0.026701929
2016-01-27,21822,-0.00247151
2016-01-28,21822,0
2016-01-29,22307,0.021981895
2016-02-01,21930,-0.017044968
2016-02-02,21768,-0.007414561
2016-02-03,21337,-0.019998347
2016-02-04,21552,0.010025965
2016-02-05,21606,0.002502434
2016-02-15,21714,0.00498616
2016-02-16,21714,0
2016-02-17,21445,-0.012465696
2016-02-18,21714,0.012465696
2016-02-19,21606,-0.00498616
2016-02-22,21768,0.007469948
2016-02-23,22091,0.014729284
2016-02-24,22792,0.031239311
2016-02-25,22522,-0.011916988
2016-02-26,22630,0.00478385
2016-02-29,22091,-0.024106174
2016-03-01,21930,-0.007314723
2016-03-02,22468,0.024236512
2016-03-03,22415,-0.002361697
2016-03-04,22522,0.004762232
2016-03-07,22522,0
2016-03-08,22415,-0.004762232
2016-03-09,22307,-0.004829847
